XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
661463.03260421,2720244.22477476,318,324,162,23.9013950685657
661449.53859592,2720247.98957314,319,289,160,867.27606930746
661449.53859592,2720247.98957314,319,327,164,20.9129247925126
661449.53859592,2720247.98957314,319,331,166,34.2016039440543
661481.45920342,2720266.67996324,322,318,161,29.8681223317366
661481.45920342,2720266.67996324,322,324,163,20.0076384636455
661481.45920342,2720266.67996324,322,352,176,192.213925159966
661461.50039928,2720268.07700808,324,318,162,23.9013950685657
661461.50039928,2720268.07700808,324,322,163,20.0076384636455
661461.50039928,2720268.07700808,324,327,165,11.9590897758171
661461.50039928,2720268.07700808,324,348,174,13.1766111823456
661449.56983210,2720268.90247461,327,319,164,20.9129247925126
661449.56983210,2720268.90247461,327,324,165,11.9590897758171
661449.56983210,2720268.90247461,327,331,167,23.5740695455079
661449.56983210,2720268.90247461,327,345,173,12.261997178817
661426.05314809,2720270.54635054,331,319,166,34.2016039440543
661426.05314809,2720270.54635054,331,327,167,23.5740695455079
661426.05314809,2720270.54635054,331,376,189,606.184880970504
661787.03297353,2720270.81045540,336,316,168,52.5481393929783
661787.03297353,2720270.81045540,336,337,170,44.3616782487862
661787.03297353,2720270.81045540,336,344,172,12.352159705647
661746.11315811,2720270.93369541,337,316,169,55.6310830668732
661746.11315811,2720270.93369541,337,336,170,44.3616782487862
661746.11315811,2720270.93369541,337,341,171,8.12943174198634
661740.82542773,2720277.10844786,341,337,171,8.12943174198634
661740.82542773,2720277.10844786,341,352,177,68.3700137752756
661740.82542773,2720277.10844786,341,355,179,31.4962553604002
661794.46403791,2720280.67732581,344,336,172,12.352159705647
661794.46403791,2720280.67732581,344,360,180,37.6540891858042
661794.46403791,2720280.67732581,344,265,185,2247.23521670342
661449.58985682,2720281.16445543,345,327,173,12.261997178817
661449.58985682,2720281.16445543,345,348,175,11.071060249081
661449.58985682,2720281.16445543,345,380,191,620.177717359965
661460.64923310,2720281.22609924,348,324,174,13.1766111823456
661460.64923310,2720281.22609924,348,345,175,11.071060249081
661460.64923310,2720281.22609924,348,355,178,279.99817346641
661673.07271487,2720281.86071602,352,322,176,192.213925159966
661673.07271487,2720281.86071602,352,341,177,68.3700137752756
661737.35202715,2720307.60625534,355,348,178,279.99817346641
661737.35202715,2720307.60625534,355,341,179,31.4962553604002
661737.35202715,2720307.60625534,355,361,181,11.5262379700074
661786.16831994,2720314.76334734,360,344,180,37.6540891858042
661786.16831994,2720314.76334734,360,364,182,11.4278849282393
661786.16831994,2720314.76334734,360,267,186,2263.55627830281
661744.87761284,2720316.31115532,361,355,181,11.5262379700074
661744.87761284,2720316.31115532,361,364,183,34.8809657942517
661744.87761284,2720316.31115532,361,424,213,1092.76420459282
661777.63313281,2720322.36250087,364,360,182,11.4278849282393
661777.63313281,2720322.36250087,364,361,183,34.8809657942517
661777.63313281,2720322.36250087,364,428,215,1102.73865043038
659465.07753631,2720325.15484186,368,312,184,504.789509212649
659465.07753631,2720325.15484186,368,376,194,1556.80854637513
659465.07753631,2720325.15484186,368,397,199,643.151912421959
660874.22388476,2720515.38215977,376,313,188,450.378633781135
660874.22388476,2720515.38215977,376,331,189,606.184880970504
660874.22388476,2720515.38215977,376,380,190,12.3545109895999
660874.22388476,2720515.38215977,376,368,194,1556.80854637513
660883.24168083,2720523.82687977,380,376,190,12.3545109895999
660883.24168083,2720523.82687977,380,345,191,620.177717359965
660883.24168083,2720523.82687977,380,400,200,2197.33166004974
660883.24168083,2720523.82687977,380,424,212,1181.54758897261
666523.55286403,2720532.75417245,383,267,192,3916.4278772264
666523.55286403,2720532.75417245,383,257,193,3905.91132732436
666523.55286403,2720532.75417245,383,432,216,1346.98888472339
667885.05965588,2720715.09755801,390,230,195,4861.82025008693
667885.05965588,2720715.09755801,390,392,196,571.479752944977
667885.05965588,2720715.09755801,390,393,198,33.6760852683732
667885.05965588,2720715.09755801,390,448,224,1815.32111108824
668213.38979434,2720256.94937830,392,390,196,571.479752944977
667881.73899491,2720748.60952497,393,231,197,4897.3503769723
667881.73899491,2720748.60952497,393,390,198,33.6760852683732
667881.73899491,2720748.60952497,393,432,217,1011.08968606169
667881.73899491,2720748.60952497,393,449,225,1785.4988125948
658991.86479161,2720750.07940815,397,368,199,643.151912421959
658991.86479161,2720750.07940815,397,406,203,340.32607269398
658991.86479161,2720750.07940815,397,406,204,196.206626559743
659000.43965394,2720750.37661546,400,380,200,2197.33166004974
659000.43965394,2720750.37661546,400,402,201,157.085594517752
659000.43965394,2720750.37661546,400,404,202,126.386644185599
659143.78416516,2720814.62795870,402,400,201,157.085594517752
658914.75338660,2720843.18338725,404,400,202,126.386644185599
658914.75338660,2720843.18338725,404,414,208,182.133722374779
658914.75338660,2720843.18338725,404,420,210,625.994172868981
658842.79169645,2720872.86742509,406,397,203,340.32607269398
658842.79169645,2720872.86742509,406,397,204,196.206626559743
658842.79169645,2720872.86742509,406,410,206,101.673293111711
658664.60468366,2720653.60448856,409,410,205,272.049279091158
658748.94836712,2720911.98331429,410,409,205,272.049279091158
658748.94836712,2720911.98331429,410,406,206,101.673293111711
658748.94836712,2720911.98331429,410,414,207,5.96422263010226
658748.94836712,2720911.98331429,410,435,219,1606.16382647693
658749.55933328,2720917.91616116,414,410,207,5.96422263010226
658749.55933328,2720917.91616116,414,404,208,182.133722374779
658749.55933328,2720917.91616116,414,439,221,1604.95675769981
656267.13453596,2721275.19754107,417,418,209,1655.00773856425
657646.18763565,2720395.29427294,418,417,209,1655.00773856425
658909.31599184,2721286.21197399,420,404,210,625.994172868981
657655.32098401,2720411.22293463,421,422,211,1671.1168003214
656266.80627324,2721304.46526419,422,421,211,1671.1168003214
661669.66455219,2721405.61644012,424,380,212,1181.54758897261
661669.66455219,2721405.61644012,424,361,213,1092.76420459282
661669.66455219,2721405.61644012,424,428,214,19.805292677928
661669.66455219,2721405.61644012,424,495,248,2715.97698506572
661682.98689509,2721420.27129589,428,424,214,19.805292677928
661682.98689509,2721420.27129589,428,364,215,1102.73865043038
661682.98689509,2721420.27129589,428,518,259,3697.51169731094
667306.67950677,2721557.90547331,432,383,216,1346.98888472339
667306.67950677,2721557.90547331,432,393,217,1011.08968606169
667306.67950677,2721557.90547331,432,472,236,1479.35579493231
667306.67950677,2721557.90547331,432,477,240,2332.98239903874
657353.89049665,2721591.35685033,435,436,218,32.608729939815
657353.89049665,2721591.35685033,435,410,219,1606.16382647693
657353.89049665,2721591.35685033,435,439,220,4.66333912135449
657345.56767119,2721559.82813573,436,435,218,32.608729939815
657355.07505711,2721595.86723261,439,435,220,4.66333912135449
657355.07505711,2721595.86723261,439,414,221,1604.95675769981
657355.07505711,2721595.86723261,439,489,245,1822.57943206386
638813.02667308,2721898.82823691,443,444,222,3860.79545452281
638813.02667308,2721898.82823691,443,445,223,3889.18278399249
